Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart Feature Suite,Chrome 118.0.0.0,,,2023-10-29 12:48:00,2023-10-29 12:49:50,1m - 50.459s,FAILED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.001 User add an Item to Cart,Chrome 118.0.0.0,,,2023-10-29 12:48:01,2023-10-29 12:48:28,27.507s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:48:02,2023-10-29 12:48:08,6.952s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:48:08,2023-10-29 12:48:10,1.275s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:48:10,2023-10-29 12:48:15,5.335s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:48:15,2023-10-29 12:48:17,1.809s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:48:17,2023-10-29 12:48:19,1.920s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-29 12:48:19,2023-10-29 12:48:21,1.824s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-29 12:48:21,2023-10-29 12:48:23,2.435s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:48:23,2023-10-29 12:48:26,3.002s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-29 12:48:26,2023-10-29 12:48:27,0.547s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:48:27,2023-10-29 12:48:27,0.528s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:48:27,2023-10-29 12:48:28,0.919s,PASSED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.002 User change the quantity of the item in the cart to zero,Chrome 118.0.0.0,,,2023-10-29 12:49:33,2023-10-29 12:49:50,17.392s,FAILED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:49:33,2023-10-29 12:49:36,3.506s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:49:36,2023-10-29 12:49:38,1.669s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:49:38,2023-10-29 12:49:41,3.243s,PASSED
"setEncryptedText(findTestObject(""Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:49:41,2023-10-29 12:49:42,0.970s,PASSED
"click(findTestObject(""Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:49:42,2023-10-29 12:49:44,1.144s,PASSED
"click(findTestObject(""Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-29 12:49:44,2023-10-29 12:49:45,1.227s,PASSED
"click(findTestObject(""Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-29 12:49:45,2023-10-29 12:49:47,2.053s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:49:47,2023-10-29 12:49:48,1.386s,PASSED
"click(findTestObject(""Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-29 12:49:48,2023-10-29 12:49:49,0.700s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:49:49,2023-10-29 12:49:50,0.784s,PASSED
"setText(findTestObject(""Page_Swag Labs/item quantity""), ""0"")",Chrome 118.0.0.0,,,2023-10-29 12:49:50,2023-10-29 12:49:50,0.683s,FAILED
