Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart Feature Suite,Chrome 118.0.0.0,,,2023-10-30 20:13:36,2023-10-30 20:16:20,2m - 44.114s,FAILED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.001 User add an Item to Cart,Chrome 118.0.0.0,,,2023-10-30 20:13:37,2023-10-30 20:14:02,25.786s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 20:13:38,2023-10-30 20:13:44,6.221s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 20:13:44,2023-10-30 20:13:46,1.531s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 20:13:46,2023-10-30 20:13:48,2.767s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 20:13:48,2023-10-30 20:13:50,1.339s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 20:13:50,2023-10-30 20:13:51,1.445s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-30 20:13:51,2023-10-30 20:13:53,1.519s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 20:13:53,2023-10-30 20:13:54,1.218s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 20:13:54,2023-10-30 20:13:55,1.470s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 20:13:55,2023-10-30 20:13:57,1.219s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 20:13:57,2023-10-30 20:13:58,1.227s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-30 20:13:58,2023-10-30 20:14:02,4.609s,PASSED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.002 User change the quantity of the item in the cart to zero,Chrome 118.0.0.0,,,2023-10-30 20:15:07,2023-10-30 20:15:25,17.359s,FAILED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 20:15:07,2023-10-30 20:15:11,3.635s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 20:15:11,2023-10-30 20:15:12,0.631s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 20:15:12,2023-10-30 20:15:16,4.370s,PASSED
