Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Feature suite,Chrome 118.0.0.0,,,2023-10-29 12:05:03,2023-10-29 12:08:17,3m - 14.393s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.001 User login with valid credential,Chrome 118.0.0.0,,,2023-10-29 12:05:03,2023-10-29 12:05:24,20.453s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:05:04,2023-10-29 12:05:10,5.582s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:05:10,2023-10-29 12:05:11,1.314s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:05:11,2023-10-29 12:05:15,3.620s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:05:15,2023-10-29 12:05:16,1.137s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:05:16,2023-10-29 12:05:18,1.807s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:05:18,2023-10-29 12:05:24,6.051s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.002 User login with unregistered username and password,Chrome 118.0.0.0,,,2023-10-29 12:05:24,2023-10-29 12:06:06,42.099s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:05:25,2023-10-29 12:05:28,3.180s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:05:28,2023-10-29 12:05:28,0.716s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""test salah"")",Chrome 118.0.0.0,,,2023-10-29 12:05:28,2023-10-29 12:05:32,3.991s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""xDH/NDxr8Nk91RcxWnF9Qg=="")",Chrome 118.0.0.0,,,2023-10-29 12:05:32,2023-10-29 12:05:33,0.883s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:05:33,2023-10-29 12:05:35,1.245s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Error message login""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:05:35,2023-10-29 12:06:05,30.406s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:06:05,2023-10-29 12:06:06,0.925s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.003 User login with unregistered username and valid password,Chrome 118.0.0.0,,,2023-10-29 12:06:06,2023-10-29 12:06:40,34.428s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:06:07,2023-10-29 12:06:09,2.618s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:06:09,2023-10-29 12:06:10,1.247s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""test salah"")",Chrome 118.0.0.0,,,2023-10-29 12:06:10,2023-10-29 12:06:15,4.264s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:06:15,2023-10-29 12:06:16,1.477s,PASSED
