Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Feature suite,Chrome 118.0.0.0,,,2023-10-29 12:32:37,2023-10-29 12:36:07,3m - 30.035s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.001 User login with valid credential,Chrome 118.0.0.0,,,2023-10-29 12:32:37,2023-10-29 12:32:54,17.184s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:32:38,2023-10-29 12:32:45,6.383s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:32:45,2023-10-29 12:32:46,0.920s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:32:46,2023-10-29 12:32:50,4.316s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:32:50,2023-10-29 12:32:51,1.538s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:32:51,2023-10-29 12:32:53,1.347s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:32:53,2023-10-29 12:32:54,1.729s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.002 User login with unregistered username and password,Chrome 118.0.0.0,,,2023-10-29 12:32:54,2023-10-29 12:33:40,45.611s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:32:55,2023-10-29 12:32:58,2.993s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:32:58,2023-10-29 12:33:00,1.668s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""test salah"")",Chrome 118.0.0.0,,,2023-10-29 12:33:00,2023-10-29 12:33:05,5.105s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""xDH/NDxr8Nk91RcxWnF9Qg=="")",Chrome 118.0.0.0,,,2023-10-29 12:33:05,2023-10-29 12:33:07,2.297s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:33:07,2023-10-29 12:33:09,1.365s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Error message login""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:33:09,2023-10-29 12:33:39,30.311s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:33:39,2023-10-29 12:33:40,1.025s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.003 User login with unregistered username and valid password,Chrome 118.0.0.0,,,2023-10-29 12:33:40,2023-10-29 12:34:07,27.386s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:33:41,2023-10-29 12:33:43,2.433s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:33:43,2023-10-29 12:33:45,1.678s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""test salah"")",Chrome 118.0.0.0,,,2023-10-29 12:33:45,2023-10-29 12:33:48,3.028s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 12:33:48,2023-10-29 12:33:49,0.902s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:33:49,2023-10-29 12:33:50,1.524s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Error message login""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:33:50,2023-10-29 12:34:07,16.215s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:34:07,2023-10-29 12:34:07,0.922s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.004 User login with registered username and invalid password,Chrome 118.0.0.0,,,2023-10-29 12:34:07,2023-10-29 12:34:50,42.538s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:34:08,2023-10-29 12:34:11,2.819s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:34:11,2023-10-29 12:34:12,1.118s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:34:12,2023-10-29 12:34:16,4.207s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""FMpJ+xZn0jDKm5OtYfOeUQ=="")",Chrome 118.0.0.0,,,2023-10-29 12:34:16,2023-10-29 12:34:17,0.964s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:34:17,2023-10-29 12:34:19,1.385s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Error message login""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:34:19,2023-10-29 12:34:49,30.364s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 12:34:49,2023-10-29 12:34:50,1.024s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.005 User click login without filling password,Chrome 118.0.0.0,,,2023-10-29 12:34:50,2023-10-29 12:35:07,16.612s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 12:34:51,2023-10-29 12:34:53,2.524s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 12:34:53,2023-10-29 12:34:56,2.740s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 12:34:56,2023-10-29 12:35:00,3.735s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 12:35:00,2023-10-29 12:35:01,0.903s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Error message password required""), 0)",Chrome 118.0.0.0,,,2023-10-29 12:35:01,2023-10-29 12:35:02,1.177s,PASSED
