Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Checkout Feature Suite,Chrome 118.0.0.0,,,2023-10-29 11:53:58,2023-10-29 11:54:59,1m - 1.758s,PASSED
,,,,,,,
Test Cases/Checkout/TS.Log.003 TC.Log.003.001 User checkout the item in the cart,Chrome 118.0.0.0,,,2023-10-29 11:53:58,2023-10-29 11:54:32,33.977s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 11:54:00,2023-10-29 11:54:06,6.704s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 11:54:06,2023-10-29 11:54:10,3.546s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 11:54:10,2023-10-29 11:54:14,3.828s,PASSED
"setEncryptedText(findTestObject(""Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 11:54:14,2023-10-29 11:54:16,1.688s,PASSED
"click(findTestObject(""Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 11:54:16,2023-10-29 11:54:18,2.110s,PASSED
"click(findTestObject(""Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-29 11:54:18,2023-10-29 11:54:19,1.346s,PASSED
"click(findTestObject(""Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-29 11:54:19,2023-10-29 11:54:21,1.990s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-29 11:54:21,2023-10-29 11:54:22,1.009s,PASSED
"click(findTestObject(""Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-29 11:54:22,2023-10-29 11:54:25,3.039s,PASSED
