Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login Feature suite,Chrome 118.0.0.0,,,2023-10-29 11:48:18,2023-10-29 11:51:49,3m - 30.399s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.001 User login with valid credential,Chrome 118.0.0.0,,,2023-10-29 11:48:19,2023-10-29 11:48:46,27.034s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 11:48:20,2023-10-29 11:48:30,10.198s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 11:48:30,2023-10-29 11:48:33,2.402s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-29 11:48:33,2023-10-29 11:48:35,2.834s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-29 11:48:35,2023-10-29 11:48:37,1.243s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 11:48:37,2023-10-29 11:48:38,1.201s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-29 11:48:38,2023-10-29 11:48:46,8.157s,PASSED
,,,,,,,
Test Cases/Login/TS.Log.001 TC.Log.001.002 User login with unregistered username and password,Chrome 118.0.0.0,,,2023-10-29 11:48:46,2023-10-29 11:49:28,42.133s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-29 11:48:47,2023-10-29 11:48:49,2.740s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-29 11:48:49,2023-10-29 11:48:51,1.892s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""test salah"")",Chrome 118.0.0.0,,,2023-10-29 11:48:51,2023-10-29 11:48:54,2.999s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""xDH/NDxr8Nk91RcxWnF9Qg=="")",Chrome 118.0.0.0,,,2023-10-29 11:48:54,2023-10-29 11:48:56,1.253s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-29 11:48:56,2023-10-29 11:48:57,1.204s,PASSED
