Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart Feature Suite,Chrome 118.0.0.0,,,2023-10-30 19:56:39,2023-10-30 19:59:24,2m - 44.464s,FAILED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.001 User add an Item to Cart,Chrome 118.0.0.0,,,2023-10-30 19:56:40,2023-10-30 19:57:06,25.656s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 19:56:41,2023-10-30 19:56:49,7.156s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 19:56:49,2023-10-30 19:56:50,1.537s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 19:56:50,2023-10-30 19:56:53,2.854s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 19:56:53,2023-10-30 19:56:55,1.526s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 19:56:55,2023-10-30 19:56:56,1.270s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-30 19:56:56,2023-10-30 19:56:57,1.325s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 19:56:57,2023-10-30 19:56:59,2.293s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:56:59,2023-10-30 19:57:01,2.065s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 19:57:01,2023-10-30 19:57:04,2.414s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:57:04,2023-10-30 19:57:04,0.511s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-30 19:57:04,2023-10-30 19:57:06,1.488s,PASSED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.002 User change the quantity of the item in the cart to zero,Chrome 118.0.0.0,,,2023-10-30 19:58:08,2023-10-30 19:58:27,18.863s,FAILED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 19:58:08,2023-10-30 19:58:12,3.700s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 19:58:12,2023-10-30 19:58:13,1.261s,PASSED
"setText(findTestObject(""Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 19:58:13,2023-10-30 19:58:15,2.588s,PASSED
"setEncryptedText(findTestObject(""Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 19:58:15,2023-10-30 19:58:16,0.869s,PASSED
"click(findTestObject(""Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 19:58:16,2023-10-30 19:58:17,0.862s,PASSED
"click(findTestObject(""Page_Swag Labs/Title item Labs Backpack""))",Chrome 118.0.0.0,,,2023-10-30 19:58:17,2023-10-30 19:58:19,1.491s,PASSED
"click(findTestObject(""Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 19:58:19,2023-10-30 19:58:20,0.987s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Cart pop up number""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:58:20,2023-10-30 19:58:21,1.582s,PASSED
"click(findTestObject(""Page_Swag Labs/Cart Icon""))",Chrome 118.0.0.0,,,2023-10-30 19:58:21,2023-10-30 19:58:24,2.510s,PASSED
"verifyElementPresent(findTestObject(""Page_Swag Labs/Title item Labs Backpack""), 0)",Chrome 118.0.0.0,,,2023-10-30 19:58:24,2023-10-30 19:58:25,0.914s,PASSED
"setText(findTestObject(""Page_Swag Labs/item quantity""), ""0"")",Chrome 118.0.0.0,,,2023-10-30 19:58:25,2023-10-30 19:58:27,2.065s,FAILED
,,,,,,,
Test Cases/Cart/TS.Log.002 TC.Log.002.003 User add an Item to Cart at dashboard,Chrome 118.0.0.0,,,2023-10-30 19:58:27,2023-10-30 19:58:46,19.019s,PASSED
"openBrowser("""")",Chrome 118.0.0.0,,,2023-10-30 19:58:28,2023-10-30 19:58:32,3.790s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 118.0.0.0,,,2023-10-30 19:58:32,2023-10-30 19:58:32,0.509s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/Username_field""), ""standard_user"")",Chrome 118.0.0.0,,,2023-10-30 19:58:32,2023-10-30 19:58:36,3.754s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Swag Labs/Password_field""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 118.0.0.0,,,2023-10-30 19:58:36,2023-10-30 19:58:37,0.915s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_login""))",Chrome 118.0.0.0,,,2023-10-30 19:58:37,2023-10-30 19:58:38,1.149s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/button_Add to cart""))",Chrome 118.0.0.0,,,2023-10-30 19:58:38,2023-10-30 19:58:40,1.655s,PASSED
